x, y, z, c
0.40000007,-0.29999992,0.100000076 ,65792
0.80000013,-0.39999992,0.100000076 ,1542
0.90000015,-0.39999992,0.100000076 ,1285
1.0000001,-0.39999992,0.100000076 ,1028
-1.0,-0.29999992,0.100000076 ,1542
-0.9,-0.29999992,0.100000076 ,1799
-0.79999995,-0.29999992,0.100000076 ,1799
-0.6999999,-0.29999992,0.100000076 ,5911
-0.5999999,-0.29999992,0.100000076 ,65792
-0.4999999,-0.29999992,0.100000076 ,65792
0.80000013,-0.39999992,0.100000076 ,1542
0.90000015,-0.39999992,0.100000076 ,1285
1.0000001,-0.39999992,0.100000076 ,1028
-1.0,-0.29999992,0.100000076 ,1542
-0.9,-0.29999992,0.100000076 ,1799
-0.79999995,-0.29999992,0.100000076 ,1799
-0.6999999,-0.29999992,0.100000076 ,5911
-0.5999999,-0.29999992,0.100000076 ,65792
-0.4999999,-0.29999992,0.100000076 ,65792
-9.999993e-2,-0.39999992,0.100000076 ,65792
