-9.999993e-2,-0.6999999,-0.79999995,325.0,371.0,-21.0
7.4505806e-8,-0.6999999,-0.79999995,325.0,371.0,-21.0
0.100000076,-0.6999999,-0.79999995,325.0,371.0,-21.0
7.4505806e-8,-0.5999999,-0.79999995,325.0,371.0,-21.0
7.4505806e-8,0.6000001,-0.79999995,325.0,371.0,-21.0
-9.999993e-2,0.7000001,-0.79999995,325.0,371.0,-21.0
7.4505806e-8,0.7000001,-0.79999995,325.0,371.0,-21.0
0.100000076,0.7000001,-0.79999995,325.0,371.0,-21.0
-0.19999993,-0.6999999,-0.6999999,325.0,371.0,-21.0
-9.999993e-2,-0.6999999,-0.6999999,325.0,371.0,-21.0
7.4505806e-8,-0.6999999,-0.6999999,325.0,371.0,-21.0
0.100000076,-0.6999999,-0.6999999,325.0,371.0,-21.0
0.20000008,-0.6999999,-0.6999999,325.0,371.0,-21.0
-0.19999993,-0.5999999,-0.6999999,325.0,371.0,-21.0
-9.999993e-2,-0.5999999,-0.6999999,325.0,371.0,-21.0
0.100000076,-0.5999999,-0.6999999,325.0,371.0,-21.0
0.20000008,-0.5999999,-0.6999999,325.0,371.0,-21.0
-0.19999993,0.6000001,-0.6999999,325.0,371.0,-21.0
-9.999993e-2,0.6000001,-0.6999999,325.0,371.0,-21.0
0.100000076,0.6000001,-0.6999999,325.0,371.0,-21.0
0.20000008,0.6000001,-0.6999999,325.0,371.0,-21.0
-0.19999993,0.7000001,-0.6999999,325.0,371.0,-21.0
-9.999993e-2,0.7000001,-0.6999999,325.0,371.0,-21.0
7.4505806e-8,0.7000001,-0.6999999,325.0,371.0,-21.0
0.100000076,0.7000001,-0.6999999,325.0,371.0,-21.0
0.20000008,0.7000001,-0.6999999,325.0,371.0,-21.0
7.4505806e-8,-0.79999995,-0.5999999,325.0,371.0,-21.0
-0.19999993,-0.6999999,-0.5999999,325.0,371.0,-21.0
-9.999993e-2,-0.6999999,-0.5999999,325.0,371.0,-21.0
7.4505806e-8,-0.6999999,-0.5999999,325.0,371.0,-21.0
0.100000076,-0.6999999,-0.5999999,325.0,371.0,-21.0
0.20000008,-0.6999999,-0.5999999,325.0,371.0,-21.0
-0.19999993,-0.5999999,-0.5999999,325.0,371.0,-21.0
-9.999993e-2,-0.5999999,-0.5999999,325.0,371.0,-21.0
7.4505806e-8,-0.5999999,-0.5999999,325.0,371.0,-21.0
0.100000076,-0.5999999,-0.5999999,325.0,371.0,-21.0
0.20000008,-0.5999999,-0.5999999,325.0,371.0,-21.0
7.4505806e-8,-0.4999999,-0.5999999,325.0,371.0,-21.0
-0.29999992,-0.39999992,-0.5999999,325.0,371.0,-21.0
-0.29999992,-0.19999993,-0.5999999,325.0,371.0,-21.0
0.30000007,-0.19999993,-0.5999999,325.0,371.0,-21.0
-0.4999999,7.4505806e-8,-0.5999999,325.0,371.0,-21.0
-0.29999992,7.4505806e-8,-0.5999999,325.0,371.0,-21.0
0.30000007,7.4505806e-8,-0.5999999,325.0,371.0,-21.0
0.50000006,7.4505806e-8,-0.5999999,325.0,371.0,-21.0
-0.29999992,0.20000008,-0.5999999,325.0,371.0,-21.0
0.30000007,0.20000008,-0.5999999,325.0,371.0,-21.0
